customer_id,age,gender,subscription_type,monthly_watch_hours,favorite_genre,devices_used,avg_session_time,monthly_subscription_cost,payment_method,support_tickets,ads_tolerance,days_since_last_login,number_of_profiles,binge_watch_frequency,content_rating_given,account_age_months,auto_renew_enabled,churn
OTT-02185,18,Male,Standard,15.8,Thriller,1,0.88,257.72,Credit Card,0.0,Low,7,1,Often,4.5,47,1,0
OTT-02186,53,Male,Basic,14.1,Sci-Fi,4,0.61,105.42,Credit Card,1.0,High,0,3,Always,4.6,28,1,0
OTT-02187,18,Male,Basic,34.1,Thriller,4,1.87,133.36,UPI,0.0,Medium,16,3,Sometimes,3.1,56,1,0
OTT-02188,31,Male,Premium,58.3,Thriller,5,5.54,446.39,Wallet,0.0,Medium,1,4,Sometimes,3.6,4,1,0
OTT-02189,29,Female,Standard,53.6,Comedy,3,6.46,225.56,Credit Card,0.0,Medium,21,2,Rarely,4.5,7,1,0
OTT-02190,42,Male,Premium,36.8,Romance,2,1.81,488.21,Wallet,0.0,Low,13,1,Sometimes,1.9,3,0,1
OTT-02191,18,Male,Premium,51.4,Comedy,5,2.47,407.43,Credit Card,1.0,Medium,8,3,Often,4.3,25,0,0
OTT-02192,40,Female,Basic,35.3,Thriller,4,1.49,107.22,Credit Card,1.0,Medium,13,1,Rarely,2.0,48,0,0
OTT-02193,59,Female,Standard,50.7,Comedy,1,2.3,217.17,UPI,0.0,Medium,15,1,Never,3.3,58,0,0
OTT-02194,18,Female,Basic,26.6,Documentary,4,1.41,137.69,Net Banking,0.0,Low,13,2,Sometimes,4.7,9,1,0
OTT-02195,37,Female,Premium,53.0,Documentary,4,4.72,476.7,Credit Card,0.0,High,10,1,Rarely,3.0,23,1,0
OTT-02196,27,Male,Standard,23.3,Romance,1,1.29,231.67,Credit Card,0.0,Low,21,2,Sometimes,1.4,23,1,0
OTT-02197,40,Female,Standard,9.2,Romance,3,0.6,220.89,UPI,0.0,Low,5,2,Sometimes,4.6,49,0,0
OTT-02198,35,Female,Standard,58.3,Thriller,3,4.88,290.56,Credit Card,0.0,High,8,1,Often,3.3,26,1,0
OTT-02199,27,Female,Standard,23.1,Romance,4,,216.8,Net Banking,0.0,Medium,34,1,Often,1.3,40,1,0
OTT-02200,40,Male,Basic,47.2,Comedy,5,4.48,140.07,UPI,0.0,Low,4,3,Often,1.0,18,1,1
OTT-02201,56,Male,Standard,23.2,Drama,2,1.24,215.48,Credit Card,0.0,Medium,13,1,Rarely,2.0,24,1,0
OTT-02202,32,Female,Premium,14.4,Romance,5,0.78,492.05,Wallet,0.0,Medium,4,1,Often,1.5,27,0,0
OTT-02203,43,Male,Premium,40.3,Comedy,5,3.06,397.2,Credit Card,0.0,Low,6,1,Sometimes,3.5,45,0,0
OTT-02204,19,Female,Standard,27.2,Documentary,4,1.78,203.14,Net Banking,0.0,Medium,4,3,Sometimes,3.4,2,1,0
OTT-02205,23,Female,Standard,19.8,Documentary,4,1.98,281.59,Net Banking,0.0,Low,1,2,Often,4.4,1,1,0
OTT-02206,40,Female,Premium,25.6,Comedy,2,3.04,381.56,Wallet,0.0,Low,35,3,Sometimes,3.1,48,1,0
OTT-02207,52,Female,Basic,7.5,Documentary,2,0.91,131.05,UPI,2.0,Low,5,1,Sometimes,2.0,16,1,0
OTT-02208,39,Female,Premium,4.9,Comedy,2,0.5,376.16,UPI,0.0,Medium,3,5,Never,1.2,43,1,0
OTT-02209,31,Male,Basic,35.1,Romance,4,1.54,114.14,Credit Card,0.0,Low,10,1,Often,1.0,24,1,0
OTT-02210,34,Female,Standard,12.2,Drama,4,0.72,275.92,Net Banking,,High,1,3,Sometimes,4.7,36,1,0
OTT-02211,19,Female,Standard,54.9,Thriller,5,5.49,268.25,UPI,5.0,Medium,7,3,Sometimes,1.6,11,1,0
OTT-02212,42,Male,Standard,8.4,Thriller,4,0.5,208.05,UPI,0.0,Low,8,4,Sometimes,3.0,26,1,0
OTT-02213,45,Male,Premium,46.1,Romance,3,2.61,430.0,Wallet,3.0,Medium,2,5,Sometimes,4.2,6,0,0
OTT-02214,29,Male,Basic,17.3,Romance,3,2.04,137.11,Credit Card,0.0,High,32,3,Never,4.7,26,1,0
OTT-02215,29,Female,Standard,40.7,Documentary,2,1.94,216.41,Wallet,3.0,Medium,9,2,Sometimes,1.8,29,1,0
OTT-02216,38,Male,Standard,19.8,Action,4,1.23,272.37,Wallet,1.0,Low,2,1,Often,1.9,43,0,0
OTT-02217,29,Female,Premium,21.7,Sci-Fi,3,1.27,490.93,UPI,1.0,Low,17,2,Always,1.7,58,0,0
OTT-02218,34,Male,Basic,25.0,Drama,5,1.36,137.09,UPI,0.0,High,3,3,Often,1.6,1,1,0
OTT-02219,60,Male,Premium,88.6,Comedy,1,8.0,400.27,UPI,3.0,Low,13,3,Always,2.8,9,1,0
OTT-02220,32,Female,Standard,23.8,Sci-Fi,5,0.99,282.87,Wallet,1.0,Low,9,2,Often,3.5,27,1,0
OTT-02221,30,Male,Basic,35.9,Comedy,1,2.91,142.75,Credit Card,1.0,Medium,1,2,Often,3.8,7,0,0
OTT-02222,27,Female,Premium,20.0,Sci-Fi,5,1.08,448.73,UPI,1.0,Low,0,4,Sometimes,2.3,53,1,0
OTT-02223,43,Female,Basic,23.8,Thriller,3,1.06,116.61,Net Banking,0.0,High,9,1,Rarely,3.5,54,0,0
OTT-02224,32,Female,Standard,20.5,Sci-Fi,4,1.5,234.61,Wallet,2.0,High,11,2,Rarely,1.0,3,0,0
OTT-02225,27,Male,Basic,12.5,Romance,1,0.67,135.72,Net Banking,0.0,Medium,1,1,Rarely,4.6,9,1,0
OTT-02226,50,Female,Standard,32.9,Drama,4,1.33,239.55,UPI,0.0,High,1,5,Sometimes,4.5,2,1,0
OTT-02227,52,Female,Standard,29.2,Thriller,4,1.3,274.96,Credit Card,1.0,Medium,0,3,Often,3.2,10,1,0
OTT-02228,27,Female,Standard,21.5,Documentary,3,1.01,263.04,UPI,0.0,Medium,1,2,Often,2.0,17,0,1
OTT-02229,18,Female,Standard,28.6,Sci-Fi,2,1.85,235.11,Credit Card,4.0,Medium,8,5,Sometimes,4.9,31,1,0
OTT-02230,47,Female,Standard,20.6,Drama,2,1.31,242.22,Wallet,0.0,Low,2,3,Rarely,4.2,1,1,1
OTT-02231,26,Female,Basic,25.2,Romance,1,1.55,114.66,Net Banking,1.0,High,3,4,Never,1.1,58,1,0
OTT-02232,44,Female,Standard,59.8,Documentary,3,3.03,252.48,Net Banking,1.0,High,8,3,Always,,18,1,0
OTT-02233,18,Male,Premium,19.5,Comedy,4,1.87,370.23,Net Banking,1.0,High,5,2,Always,1.4,6,0,0
OTT-02234,45,Male,Premium,28.7,Documentary,5,1.27,452.46,UPI,0.0,Medium,18,5,Rarely,1.5,38,0,0
OTT-02235,20,Male,Basic,50.4,Action,5,6.07,99.71,Credit Card,0.0,Medium,8,5,Often,1.0,41,1,0
OTT-02236,43,Male,Basic,28.7,Drama,1,2.64,144.58,Credit Card,4.0,Low,1,5,Rarely,3.8,42,1,0
OTT-02237,35,Male,Premium,14.8,Comedy,1,0.91,470.4,Credit Card,2.0,Low,4,3,Rarely,2.0,47,1,0
OTT-02238,23,Male,Standard,42.6,Drama,1,3.47,202.98,Net Banking,0.0,Low,2,1,Often,2.2,4,1,1
OTT-02239,30,Female,Standard,10.2,Drama,3,0.72,249.49,Credit Card,,Low,2,1,Often,1.2,40,1,0
OTT-02240,43,Male,Premium,67.3,Drama,5,4.93,367.72,Net Banking,3.0,Medium,2,3,Sometimes,1.0,4,1,1
OTT-02241,36,Female,Standard,47.2,Romance,3,3.75,232.37,Net Banking,1.0,Medium,5,2,Never,4.2,35,1,0
OTT-02242,42,Male,Standard,24.0,Thriller,3,1.66,248.01,UPI,0.0,Low,1,3,Sometimes,3.6,4,0,0
OTT-02243,58,Male,Premium,27.9,Drama,4,1.68,457.79,Credit Card,0.0,Medium,2,1,Sometimes,2.5,1,1,0
OTT-02244,18,Male,Standard,28.6,Romance,3,1.78,229.96,Credit Card,1.0,Low,12,3,Always,1.3,41,1,0
OTT-02245,54,Male,Basic,31.1,Action,3,1.43,119.36,Credit Card,1.0,Medium,17,5,Often,4.1,43,0,0
OTT-02246,36,Female,Basic,36.7,Thriller,4,2.77,130.82,Net Banking,0.0,High,0,2,Often,4.7,31,1,0
OTT-02247,24,Female,Basic,34.7,Romance,2,2.71,104.76,Credit Card,0.0,Medium,0,2,Rarely,3.1,53,1,0
OTT-02248,19,Male,Premium,12.1,Documentary,4,0.73,368.16,Net Banking,0.0,Low,19,4,Often,1.6,55,1,0
OTT-02249,32,Male,Basic,32.3,Action,1,3.66,104.19,Net Banking,,Medium,2,3,Sometimes,3.6,19,0,0
OTT-02250,46,Male,Basic,35.9,Documentary,2,3.63,142.09,Credit Card,0.0,Medium,3,5,Often,1.3,21,1,0
OTT-02251,33,Female,Premium,56.6,Thriller,5,2.61,353.09,Net Banking,0.0,Medium,4,3,Rarely,1.7,58,0,0
OTT-02252,53,Female,Basic,27.9,Romance,3,1.7,125.52,Net Banking,0.0,High,20,4,Sometimes,2.9,30,1,0
OTT-02253,18,Female,Basic,25.7,Action,2,2.81,128.24,Net Banking,0.0,Low,1,4,Rarely,2.0,52,0,0
OTT-02254,34,Female,Basic,26.2,Romance,5,1.69,137.8,Credit Card,0.0,Low,16,3,Rarely,4.7,7,1,0
OTT-02255,19,Female,Basic,26.1,Action,4,1.77,122.92,Credit Card,0.0,Low,6,3,Often,4.2,5,1,1
OTT-02256,39,Male,Standard,27.1,Drama,4,2.22,265.11,Credit Card,0.0,Medium,15,3,Often,2.1,2,1,0
OTT-02257,45,Male,Premium,17.8,Drama,1,1.24,382.11,UPI,0.0,Medium,11,1,Often,4.9,51,0,0
OTT-02258,29,Female,Premium,28.4,Thriller,1,2.54,377.93,Net Banking,0.0,Low,13,4,Never,2.5,56,1,0
OTT-02259,18,Female,Standard,25.0,Action,2,1.6,274.48,Net Banking,0.0,Low,1,2,Often,3.3,3,1,0
OTT-02260,37,Female,Standard,20.7,Drama,3,1.39,255.27,Wallet,3.0,Medium,3,1,Sometimes,3.3,15,1,0
OTT-02261,40,Female,Standard,28.6,Thriller,4,1.56,263.25,Credit Card,0.0,High,2,5,Sometimes,3.6,39,1,1
OTT-02262,39,Male,Basic,38.9,Comedy,2,1.62,137.25,Credit Card,1.0,Low,1,2,Sometimes,2.0,37,1,0
OTT-02263,49,Female,Basic,23.4,Drama,2,2.1,109.93,Net Banking,0.0,Low,10,2,Always,4.7,55,1,0
OTT-02264,22,Female,Premium,35.9,Drama,2,2.38,380.39,Credit Card,3.0,Medium,11,2,Rarely,2.1,10,1,1
OTT-02265,43,Male,Basic,28.7,Sci-Fi,1,1.63,123.61,Credit Card,2.0,Low,1,4,Often,3.7,9,1,0
OTT-02266,49,Female,Basic,16.5,Romance,4,,119.63,UPI,0.0,Medium,14,5,Always,4.1,23,1,0
OTT-02267,18,Female,Standard,18.7,Comedy,1,0.97,230.09,Credit Card,2.0,Medium,3,1,Rarely,4.5,14,1,0
OTT-02268,38,Male,Standard,51.1,Action,1,4.07,229.53,UPI,0.0,Medium,4,5,Always,2.8,54,1,1
OTT-02269,28,Male,Basic,21.3,Thriller,2,1.13,142.21,Credit Card,1.0,High,49,1,Always,3.8,45,0,1
OTT-02270,34,Male,Basic,57.1,Comedy,5,5.0,103.79,UPI,,Low,2,4,Often,1.3,33,1,1
OTT-02271,39,Female,Standard,39.8,Action,5,3.93,202.0,Net Banking,4.0,High,1,5,Rarely,4.1,16,1,0
OTT-02272,29,Male,Standard,34.8,Drama,5,1.57,203.85,Credit Card,0.0,High,3,2,Sometimes,4.0,20,1,0
OTT-02273,26,Female,Basic,42.8,Documentary,2,2.67,99.59,Wallet,4.0,Low,26,5,Rarely,2.6,8,1,0
OTT-02274,35,Female,Standard,18.5,Sci-Fi,3,1.25,283.63,UPI,0.0,Low,1,4,Rarely,2.3,49,0,0
OTT-02275,21,Male,Standard,37.7,Documentary,4,1.59,203.4,Wallet,,High,9,4,Often,2.5,38,1,0
OTT-02276,21,Female,Premium,67.8,Thriller,2,3.38,424.17,Credit Card,2.0,Medium,15,4,Sometimes,1.4,34,1,0
OTT-02277,43,Other,Standard,20.7,Thriller,2,1.06,284.11,UPI,3.0,Low,25,1,Sometimes,3.6,31,1,1
OTT-02278,21,Male,Basic,47.0,Comedy,1,4.16,142.5,UPI,0.0,Medium,6,5,Rarely,4.7,45,1,0
OTT-02279,42,Male,Standard,25.5,Romance,5,2.21,226.58,Net Banking,4.0,Medium,6,2,Rarely,3.7,57,1,0
OTT-02280,40,Female,Standard,27.8,Action,2,1.71,290.99,UPI,2.0,Low,17,2,Always,3.3,8,1,0
OTT-02281,18,Female,Basic,28.6,Sci-Fi,3,1.5,118.93,UPI,0.0,Medium,2,3,Often,5.0,25,1,0
OTT-02282,26,Male,Standard,11.4,Sci-Fi,4,0.77,259.7,Wallet,0.0,Medium,6,4,Often,3.2,41,1,1
OTT-02283,49,Male,Basic,11.1,Documentary,3,1.22,135.75,UPI,0.0,High,10,2,Sometimes,2.4,13,1,1
OTT-02284,23,Male,Basic,39.7,Comedy,2,2.02,116.78,Credit Card,1.0,Medium,12,4,Often,3.8,18,1,0
OTT-02285,29,Other,Standard,20.0,Romance,2,0.95,203.25,UPI,0.0,Medium,1,2,Often,3.1,50,1,0
OTT-02286,40,Male,Basic,26.5,Romance,1,1.1,132.35,UPI,0.0,Medium,20,5,Sometimes,4.9,41,1,0
OTT-02287,44,Female,Premium,49.7,Romance,3,3.32,490.2,UPI,0.0,Low,17,3,Often,4.6,34,1,0
OTT-02288,31,Female,Standard,20.9,Thriller,1,1.69,216.72,UPI,0.0,Medium,3,4,Always,4.8,36,1,0
OTT-02289,27,Male,Standard,,Action,3,0.66,268.13,Wallet,1.0,Medium,6,1,Rarely,1.0,50,0,1
OTT-02290,52,Female,Standard,45.0,Action,5,2.23,253.64,Net Banking,1.0,High,4,1,Sometimes,2.3,17,1,0
OTT-02291,55,Male,Standard,50.0,Documentary,5,5.5,234.78,Credit Card,0.0,Medium,39,2,Always,3.5,12,1,1
OTT-02292,46,Female,Basic,28.7,Comedy,3,1.61,114.09,Credit Card,0.0,Medium,8,5,Often,2.2,16,1,0
OTT-02293,36,Male,Premium,21.2,Drama,1,2.5,479.23,Wallet,0.0,Low,3,4,Often,3.6,13,1,0
OTT-02294,25,Female,Premium,42.5,Comedy,5,3.59,370.85,Net Banking,0.0,High,13,3,Never,3.9,11,1,0
OTT-02295,25,Female,Basic,30.4,Action,2,3.3,145.68,Wallet,0.0,Low,17,5,Sometimes,3.5,14,1,0
OTT-02296,41,Male,Basic,16.7,Documentary,4,1.45,137.97,Credit Card,2.0,High,12,2,Often,2.8,42,1,0
OTT-02297,40,Male,Basic,25.7,Thriller,1,1.57,118.54,Net Banking,0.0,Medium,0,5,Sometimes,3.8,55,0,1
OTT-02298,51,Male,Standard,14.5,Comedy,3,,273.09,Net Banking,0.0,Low,3,3,Always,4.1,28,1,0
OTT-02299,42,Male,Standard,27.1,Documentary,4,2.85,264.61,Credit Card,2.0,High,4,5,Often,3.8,59,1,0
OTT-02300,18,Female,Premium,42.2,Drama,4,2.61,447.52,UPI,0.0,Medium,2,4,Rarely,4.2,53,0,0
OTT-02301,47,Female,Premium,44.4,Sci-Fi,2,2.22,488.21,UPI,0.0,Medium,6,2,Sometimes,4.8,51,0,0
OTT-02302,23,Male,Standard,19.2,Comedy,1,2.16,298.35,UPI,0.0,Low,3,3,Sometimes,1.4,24,1,0
OTT-02303,30,Female,Standard,13.2,Documentary,4,0.57,255.72,Net Banking,0.0,High,0,2,Sometimes,4.6,53,0,0
OTT-02304,38,Female,Standard,36.3,Romance,1,1.9,233.83,Net Banking,0.0,Medium,10,4,Sometimes,2.1,17,0,0
OTT-02305,58,Female,Standard,20.4,Drama,2,1.21,276.89,Wallet,1.0,Medium,5,3,Rarely,3.3,9,1,1
OTT-02306,70,Male,Standard,34.3,Romance,3,2.33,213.21,Net Banking,1.0,High,0,3,Often,4.8,46,1,0
OTT-02307,42,Male,Standard,15.0,Thriller,4,1.02,250.29,UPI,0.0,Medium,27,2,Rarely,3.5,30,1,0
OTT-02308,32,Male,Standard,29.2,Action,4,2.13,251.45,UPI,3.0,Low,10,5,Sometimes,1.3,37,1,0
OTT-02309,41,Female,Standard,26.6,Comedy,4,2.67,297.35,Net Banking,5.0,Medium,0,5,Sometimes,3.0,3,1,1
OTT-02310,45,Male,Standard,33.7,Documentary,1,3.61,298.1,UPI,1.0,Medium,22,1,Always,4.6,54,0,0
OTT-02311,31,Male,Standard,,Comedy,4,1.49,278.92,Credit Card,4.0,High,5,1,Sometimes,2.6,8,1,1
OTT-02312,56,Male,Standard,16.4,Romance,1,0.85,246.3,UPI,1.0,Low,2,3,Sometimes,4.4,18,1,1
OTT-02313,37,Female,Standard,11.7,Romance,5,0.91,253.72,Credit Card,1.0,Medium,0,2,Often,4.2,59,1,0
OTT-02314,40,Male,Standard,15.1,Action,5,0.69,230.97,Net Banking,3.0,Medium,13,3,Rarely,4.6,30,1,0
OTT-02315,42,Male,Standard,34.3,Documentary,1,2.37,281.98,Credit Card,4.0,Low,34,2,Sometimes,2.1,3,1,0
OTT-02316,40,Male,Basic,21.0,Comedy,5,1.12,109.94,Credit Card,5.0,Low,2,4,Often,3.0,55,1,0
OTT-02317,45,Male,Basic,20.1,Documentary,2,1.31,110.0,Wallet,2.0,Medium,5,1,Never,2.3,34,1,0
OTT-02318,27,Female,Standard,43.9,Action,2,2.67,212.87,Net Banking,0.0,Medium,2,3,Sometimes,3.1,59,1,1
OTT-02319,28,Male,Standard,28.8,Romance,5,2.35,238.86,Net Banking,0.0,Medium,8,4,Never,1.1,43,1,0
OTT-02320,21,Male,Premium,9.9,Sci-Fi,3,0.59,382.44,UPI,1.0,High,20,5,Rarely,2.0,28,1,1
OTT-02321,40,Female,Standard,54.2,Documentary,1,5.49,211.47,Net Banking,2.0,Medium,1,1,Often,4.9,37,1,0
OTT-02322,44,Male,Standard,13.3,Romance,5,0.91,235.86,Net Banking,0.0,Medium,3,2,Sometimes,3.4,25,0,1
OTT-02323,40,Male,Basic,70.6,Drama,1,4.52,115.96,UPI,0.0,Low,1,5,Rarely,1.7,30,1,0
OTT-02324,55,Female,Basic,39.6,Romance,5,1.98,147.12,Wallet,0.0,Low,2,5,Never,3.0,7,0,0
OTT-02325,34,Male,Premium,16.4,Romance,2,1.11,473.66,Credit Card,2.0,Medium,1,4,Never,3.8,46,0,0
OTT-02326,43,Male,Basic,31.6,Documentary,3,1.64,121.11,Wallet,1.0,Medium,10,3,Never,3.4,29,1,0
OTT-02327,21,Male,Standard,70.5,Sci-Fi,1,6.43,219.49,UPI,0.0,Medium,0,3,Never,3.0,51,1,0
OTT-02328,30,Female,Standard,28.1,Action,3,3.33,232.41,UPI,3.0,Medium,13,4,Never,,2,1,0
OTT-02329,43,Female,Standard,13.6,Drama,2,,213.45,Credit Card,1.0,Medium,1,5,Never,1.7,26,1,1
OTT-02330,45,Female,Premium,33.5,Drama,4,2.09,470.06,UPI,2.0,Low,3,1,Often,2.8,41,0,0
OTT-02331,31,Female,Standard,21.1,Comedy,4,1.09,281.05,UPI,1.0,Medium,4,5,Always,4.0,57,1,0
OTT-02332,34,Male,Basic,30.2,Sci-Fi,1,2.27,147.47,Wallet,3.0,Medium,4,4,Always,3.3,57,1,1
OTT-02333,18,Male,Premium,14.3,Thriller,2,1.68,359.23,Wallet,2.0,Medium,1,5,Rarely,4.6,42,1,0
OTT-02334,30,Female,Premium,17.3,Comedy,1,0.85,365.41,Wallet,5.0,Medium,6,5,Rarely,2.8,51,1,0
OTT-02335,45,Female,Basic,27.2,Comedy,1,1.13,133.08,Credit Card,0.0,Medium,22,5,Never,1.5,49,1,0
OTT-02336,41,Male,Basic,27.1,Comedy,1,1.84,148.62,Wallet,0.0,Low,6,5,Rarely,1.2,57,1,0
OTT-02337,41,Female,Basic,46.7,Drama,3,2.54,119.49,UPI,2.0,Low,0,1,Sometimes,2.9,7,1,0
OTT-02338,35,Male,Basic,67.3,Action,5,3.9,104.65,Wallet,3.0,Low,4,2,Always,2.8,18,0,0
OTT-02339,35,Male,Premium,13.5,Documentary,2,0.77,453.68,Credit Card,0.0,Medium,5,2,Always,2.0,6,1,0
OTT-02340,27,Male,Standard,21.9,Romance,3,0.96,274.49,UPI,0.0,Medium,3,3,Sometimes,3.4,59,1,0
OTT-02341,43,Male,Standard,21.6,Drama,5,1.05,209.56,Wallet,2.0,Low,3,2,Sometimes,2.0,41,1,0
OTT-02342,40,Female,Premium,26.4,Romance,1,1.25,370.71,Wallet,1.0,High,2,2,Rarely,1.9,40,1,0
OTT-02343,40,Female,Standard,7.2,Romance,4,0.76,229.8,Net Banking,2.0,Medium,31,2,Sometimes,3.5,27,1,0
OTT-02344,28,Male,Standard,18.6,Thriller,3,1.77,234.92,Net Banking,1.0,Low,7,5,Sometimes,4.8,54,1,0
OTT-02345,18,Male,Premium,10.1,Documentary,2,0.52,448.85,Credit Card,0.0,Medium,7,5,Sometimes,1.8,54,1,0
OTT-02346,48,Female,Premium,33.0,Comedy,2,1.92,416.7,Net Banking,2.0,Medium,5,1,Sometimes,1.7,56,1,0
OTT-02347,29,Male,Premium,33.1,Thriller,5,1.56,472.04,UPI,1.0,Medium,9,5,Often,3.1,41,1,0
OTT-02348,24,Female,Standard,40.0,Comedy,3,4.17,283.58,Credit Card,1.0,Medium,5,5,Sometimes,1.5,24,0,0
OTT-02349,43,Male,Premium,59.8,Drama,1,3.39,384.88,Credit Card,2.0,Low,11,2,Sometimes,2.2,33,1,0
OTT-02350,30,Female,Basic,33.1,Romance,5,2.04,146.87,Credit Card,0.0,Low,0,1,Sometimes,5.0,31,0,0
OTT-02351,47,Male,Standard,41.8,Thriller,2,1.86,209.61,Net Banking,1.0,Low,0,1,Rarely,4.4,34,0,1
OTT-02352,42,Male,Premium,64.4,Sci-Fi,3,5.76,387.93,Credit Card,0.0,Low,8,2,Never,3.8,22,1,0
OTT-02353,43,Male,Basic,21.6,Drama,4,1.55,118.83,UPI,0.0,Medium,13,2,Sometimes,1.1,24,1,0
OTT-02354,18,Male,Premium,21.7,Drama,1,2.06,420.1,UPI,2.0,Medium,11,1,Often,2.1,36,1,0
OTT-02355,49,Male,Standard,22.8,Sci-Fi,2,,282.77,UPI,0.0,Medium,5,4,Sometimes,3.3,28,1,0
OTT-02356,38,Female,Basic,45.6,Comedy,3,1.98,136.98,Net Banking,3.0,Medium,0,2,Sometimes,3.8,20,1,0
OTT-02357,30,Male,Premium,77.2,Romance,4,3.98,435.6,Net Banking,1.0,Low,1,2,Often,3.7,18,1,0
OTT-02358,36,Male,Basic,24.0,Comedy,2,1.16,132.14,UPI,0.0,Low,4,1,Rarely,1.7,42,1,0
OTT-02359,18,Female,Standard,28.3,Comedy,4,,219.15,UPI,0.0,Low,10,4,Often,2.9,32,1,0
OTT-02360,39,Female,Basic,27.2,Drama,2,1.73,140.41,UPI,0.0,Low,3,4,Often,1.8,33,1,0
OTT-02361,22,Other,Premium,37.0,Comedy,5,1.66,371.39,Wallet,3.0,Medium,7,3,Sometimes,4.7,10,0,0
OTT-02362,18,Female,Basic,53.1,Action,5,2.39,124.37,Credit Card,0.0,High,1,4,Rarely,3.2,9,1,0
OTT-02363,18,Male,Basic,64.0,Sci-Fi,5,2.58,144.16,Credit Card,1.0,Medium,1,2,Sometimes,2.6,55,1,0
OTT-02364,48,Female,Basic,25.8,Documentary,3,1.52,146.2,Net Banking,0.0,Medium,13,5,Always,4.7,25,1,0
OTT-02365,27,Female,Premium,18.7,Sci-Fi,5,2.33,456.86,UPI,1.0,Low,5,1,Never,4.6,13,1,0
OTT-02366,53,Female,Standard,31.5,Romance,3,1.35,226.05,Net Banking,0.0,Medium,29,2,Always,3.0,47,1,0
OTT-02367,28,Male,Standard,26.7,Sci-Fi,1,1.1,219.18,Credit Card,0.0,Medium,2,1,Sometimes,3.7,50,1,0
OTT-02368,18,Male,Standard,41.2,Comedy,5,1.73,255.02,Net Banking,1.0,Low,5,4,Often,2.3,58,1,0
OTT-02369,21,Male,Standard,20.2,Comedy,3,0.96,219.09,Credit Card,0.0,High,2,1,Often,2.2,45,0,0
OTT-02370,49,Female,Basic,18.2,Thriller,2,1.57,145.6,UPI,0.0,Low,2,2,Rarely,3.2,5,0,0
OTT-02371,33,Female,Standard,31.7,Romance,3,3.06,282.72,Credit Card,2.0,Medium,10,5,Never,4.4,31,1,0
OTT-02372,28,Female,Basic,20.5,Romance,3,,99.92,Net Banking,1.0,Medium,24,2,Rarely,3.4,31,1,0
OTT-02373,36,Male,Premium,64.7,Sci-Fi,2,6.23,366.16,Wallet,1.0,High,1,3,Sometimes,2.8,34,0,1
OTT-02374,41,Female,Premium,35.9,Comedy,3,1.48,451.56,UPI,0.0,High,1,1,Always,3.7,26,1,0
OTT-02375,48,Female,Standard,22.1,Action,2,1.42,255.41,Net Banking,0.0,High,30,2,Never,4.2,7,0,0
OTT-02376,52,Male,Basic,34.7,Thriller,4,4.07,108.47,Net Banking,0.0,Medium,13,4,Always,4.1,41,1,0
OTT-02377,30,Female,Premium,67.3,Action,5,6.37,471.73,Wallet,0.0,Medium,3,4,Sometimes,2.5,51,1,0
OTT-02378,19,Male,Basic,15.0,Comedy,1,1.16,133.31,Net Banking,2.0,Low,5,2,Rarely,4.7,46,1,0
OTT-02379,30,Female,Basic,18.1,Romance,3,0.91,113.97,Credit Card,0.0,Medium,15,3,Rarely,1.1,49,1,0
OTT-02380,38,Female,Basic,10.2,Romance,2,0.5,105.38,Net Banking,2.0,High,12,1,Often,2.8,52,1,0
OTT-02381,23,Female,Standard,32.1,Documentary,5,2.76,276.59,UPI,0.0,Medium,9,3,Often,4.6,20,1,0
OTT-02382,23,Female,Premium,35.5,Action,3,1.87,425.41,Credit Card,,Low,20,5,Rarely,3.8,43,1,0
OTT-02383,39,Female,Standard,53.7,Documentary,5,6.29,271.79,Credit Card,4.0,Low,3,2,Always,3.8,22,1,0
OTT-02384,34,Female,Basic,27.6,Documentary,4,2.83,110.51,Wallet,0.0,Medium,2,3,Rarely,1.6,5,1,0
OTT-02385,35,Male,Standard,27.3,Drama,3,1.6,256.62,Wallet,0.0,Low,5,5,Sometimes,3.3,12,1,0
OTT-02386,25,Female,Standard,60.5,Comedy,2,3.03,269.06,Net Banking,0.0,Low,0,3,Sometimes,4.9,21,1,0
OTT-02387,32,Male,Basic,25.4,Romance,4,1.08,106.93,Wallet,4.0,Low,7,5,Always,1.8,9,1,1
OTT-02388,23,Male,Basic,,Sci-Fi,3,1.01,115.83,Net Banking,1.0,Low,4,4,Never,2.3,29,1,0
OTT-02389,45,Female,Premium,18.5,Drama,5,,368.46,Credit Card,3.0,Low,1,4,Rarely,2.6,27,1,0
OTT-02390,47,Female,Premium,70.4,Romance,4,2.96,451.93,Credit Card,1.0,High,20,2,Rarely,2.4,17,1,0
OTT-02391,18,Male,Premium,58.4,Sci-Fi,2,3.78,412.68,Credit Card,,Medium,2,3,Never,3.5,40,0,0
OTT-02392,23,Male,Premium,19.7,Romance,3,1.2,474.57,Credit Card,1.0,Medium,12,4,Often,1.9,24,1,0
OTT-02393,18,Male,Basic,40.7,Drama,5,1.81,135.03,Credit Card,0.0,Medium,12,1,Rarely,3.0,27,1,0
OTT-02394,27,Male,Basic,19.7,Action,5,1.1,122.48,UPI,0.0,Low,0,4,Sometimes,,8,1,0
OTT-02395,33,Male,Standard,76.5,Comedy,4,5.83,278.54,Net Banking,0.0,High,5,4,Often,3.6,44,1,0
OTT-02396,18,Female,Standard,21.4,Documentary,3,1.24,286.0,Wallet,0.0,High,6,3,Sometimes,2.0,29,0,1
